Date,Last Price
5/30/22 9:30,1.0771
5/30/22 10:00,1.0771
5/30/22 10:30,1.0781
5/30/22 11:00,1.0783
5/30/22 11:30,1.0781
5/30/22 12:00,1.0781
5/30/22 12:30,1.0786
5/30/22 13:00,1.0784
5/30/22 13:30,1.0784
5/30/22 14:00,1.0784
5/30/22 14:30,1.0783
5/30/22 15:00,1.0781
5/30/22 15:30,1.0779
5/30/22 16:00,1.078
5/30/22 16:30,1.0779
5/30/22 17:00,1.0779
5/30/22 17:30,1.0778
5/30/22 18:00,1.0777
5/30/22 18:30,1.0775
5/30/22 19:00,1.0773
5/30/22 19:30,1.0773
5/30/22 20:00,1.0756
5/30/22 20:30,1.0746
5/30/22 21:00,1.0744
5/30/22 21:30,1.0751
5/30/22 22:00,1.0748
5/30/22 22:30,1.0751
5/30/22 23:00,1.0746
5/30/22 23:30,1.0751
5/31/22 0:00,1.0748
5/31/22 0:30,1.0745
5/31/22 1:00,1.075
5/31/22 1:30,1.0746
5/31/22 2:00,1.0742
5/31/22 2:30,1.0735
5/31/22 3:00,1.0743
5/31/22 3:30,1.0736
5/31/22 4:00,1.0741
5/31/22 4:30,1.0729
5/31/22 5:00,1.0733
5/31/22 5:30,1.0724
5/31/22 6:00,1.0728
5/31/22 6:30,1.0697
5/31/22 7:00,1.0699
5/31/22 7:30,1.0712
5/31/22 8:00,1.0706
5/31/22 8:30,1.0682
5/31/22 9:00,1.071
5/31/22 9:30,1.0712
5/31/22 10:00,1.0703
5/31/22 10:30,1.0712
5/31/22 11:00,1.0723
5/31/22 11:30,1.0731
5/31/22 12:00,1.0725
5/31/22 12:30,1.0731
5/31/22 13:00,1.0731
5/31/22 13:30,1.0738
5/31/22 14:00,1.0737
5/31/22 14:30,1.0737
5/31/22 15:00,1.0735
5/31/22 15:30,1.0735
5/31/22 16:00,1.0734
5/31/22 16:30,1.0734
5/31/22 17:00,1.0733
5/31/22 17:30,1.0733
5/31/22 18:00,1.0735
5/31/22 18:30,1.0737
5/31/22 19:00,1.0734
5/31/22 19:30,1.0734
5/31/22 20:00,1.0731
5/31/22 20:30,1.0728
5/31/22 21:00,1.0722
5/31/22 21:30,1.0717
5/31/22 22:00,1.0714
5/31/22 22:30,1.0717
5/31/22 23:00,1.0719
5/31/22 23:30,1.0718
6/1/22 0:00,1.0713
6/1/22 0:30,1.0714
6/1/22 1:00,1.0709
6/1/22 1:30,1.071
6/1/22 2:00,1.0713
6/1/22 2:30,1.0723
6/1/22 3:00,1.0725
6/1/22 3:30,1.0715
6/1/22 4:00,1.0726
6/1/22 4:30,1.0718
6/1/22 5:00,1.0724
6/1/22 5:30,1.0727
6/1/22 6:00,1.072
6/1/22 6:30,1.0718
6/1/22 7:00,1.0712
6/1/22 7:30,1.0709
6/1/22 8:00,1.0716
6/1/22 8:30,1.0726
6/1/22 9:00,1.0724
6/1/22 9:30,1.0704
6/1/22 10:00,1.0653
6/1/22 10:30,1.0668
6/1/22 11:00,1.0652
6/1/22 11:30,1.0644
6/1/22 12:00,1.0641
6/1/22 12:30,1.0639
6/1/22 13:00,1.0643
6/1/22 13:30,1.0652
6/1/22 14:00,1.0656
6/1/22 14:30,1.0655
6/1/22 15:00,1.0658
6/1/22 15:30,1.065
6/1/22 16:00,1.0653
6/1/22 16:30,1.065
6/1/22 17:00,1.0654
6/1/22 17:30,1.0653
6/1/22 18:00,1.0653
6/1/22 18:30,1.0652
6/1/22 19:00,1.0654
6/1/22 19:30,1.0651
